car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
2017 Ford Endeavour 3.2 Titanium AT 4X4,Jul-17,Comprehensive,Diesel,7,42000,Second Owner,Automatic,2017,10.91,3198,3198,197,24.5
2017 Honda Jazz 1.2 S i VTEC,Jul-17,Third Party insurance,Petrol,5,42000,First Owner,Manual,2017,18.7,1199,1199,887,5.45
2016 Hyundai Grand i10 Asta Option AT,Aug-16,Comprehensive,Petrol,5,68897,First Owner,Automatic,2016,18.9,1197,1197,82,5
2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188,400,19.5
2021 BMW 6 Series GT 630i M Sport,Dec-21,Third Party insurance,Petrol,4,26000,First Owner,Automatic,2021,13.32,1998,1998,25479,65
2017 Maruti SX4 S Cross DDiS 200 Zeta,Feb-17,Comprehensive,Diesel,5,105568,Second Owner,Manual,2017,23.65,1248,1248,885,4.63
2018 Ford Endeavour 2.2 Trend AT 4X2,Aug-18,Third Party insurance,Diesel,7,54000,First Owner,Automatic,2018,12.62,2198,2198,158,24
2019 Hyundai Venue SX Plus Turbo DCT,Jul-19,Comprehensive,Petrol,5,61383,First Owner,Automatic,2019,18.15,998,998,11835,9.63
2015 Mercedes-Benz C-Class C 220 CDI Avantgarde,Oct-15,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,19.27,2143,2143,170,18.5
2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,19.5
2013 Honda Amaze VX AT i-Vtech,Jul-13,Comprehensive,Petrol,5,77130,Second Owner,Automatic,2013,15.5,1198,1198,867,4
2018 Volvo XC40 D4 R-Design,Aug-18,Zero Dep,Diesel,5,56426,First Owner,Automatic,2018,18,1969,1969,190,29.9
2016 Audi Q7 45 TDI Quattro Premium Plus,Jul-16,Third Party insurance,Diesel,7,75000,Second Owner,Automatic,2016,14.75,2967,2967,245,39.9
2017 Maruti Ciaz 1.4 Delta,Oct-17,Comprehensive,Petrol,5,69018,First Owner,Manual,2017,20.73,1373,1373,911,5.75
2018 Hyundai Creta 1.6 CRDi SX Option,Dec-18,Comprehensive,Diesel,5,57000,First Owner,Manual,2018,19.67,1582,1582,1262,10.75
2018 Hyundai Creta 1.6 SX,Jul-18,Comprehensive,Petrol,5,76000,First Owner,Manual,2018,15.8,1591,1591,1213,9.3
2021 MG Hector Sharp CVT,Sep-21,Comprehensive,Petrol,5,29000,First Owner,Automatic,2021,1451,141,141,250,16.5
2019 Hyundai Venue SX Plus Turbo DCT,Aug-19,Comprehensive,Petrol,5,65710,Second Owner,Automatic,2019,18.15,998,998,11835,8.66
2019 Maruti Vitara Brezza ZDi,Nov-19,Comprehensive,Diesel,5,51763,First Owner,Manual,2019,24.3,1248,1248,885,8
2021 Maruti SX4 S Cross Alpha,Jan-22,Comprehensive,Petrol,5,19133,First Owner,Manual,2021,18.55,1462,1462,10325,9.74
2018 Hyundai Tucson 2.0 Dual VTVT 2WD AT GLS,Jul-18,Third Party insurance,Petrol,5,22000,First Owner,Automatic,2018,12.95,1999,1999,15288,19.25
2016 Toyota Fortuner 4x4 AT,Jul-16,Third Party,Diesel,7,145000,First Owner,Automatic,2016,12.55,2982,2982,1685,18
2015 Maruti Ciaz ZXi,Jan-16,Comprehensive,Petrol,5,42733,First Owner,Manual,2015,20.73,1373,1373,911,6.82
2017 Audi A4 30 TFSI Technology,May-17,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,2017,17.84,1395,1395,14751,24.8
2022 Mercedes-Benz AMG A 35 4MATIC BSVI,May-22,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,1991,30173,30173,400,48.5
2019 Renault Duster 85PS Diesel RxS,Aug-19,Comprehensive,Diesel,5,59215,Second Owner,Manual,2019,19.87,1461,1461,838,7.8
2018 Mercedes-Benz S-Class S 450,Mar-18,Third Party,Petrol,5,22000,First Owner,Automatic,2018,7.81,2996,2996,36207,93
2019 Hyundai Creta 1.6 SX Automatic,Nov-19,Comprehensive,Petrol,5,91724,First Owner,Automatic,2019,14.8,1591,1591,1213,10.76
2017 Toyota Fortuner 2.8 2WD AT BSIV,Jul-17,Comprehensive,Diesel,7,52000,Second Owner,Automatic,2017,12.9,2755,2755,1745,25.5
2020 Lexus RX 450hL,Mar-20,Comprehensive,Petrol,5,19900,First Owner,Automatic,2020,18.8,3456,3456,25881,82
2015 Maruti Wagon R VXi BSII,May-15,Comprehensive,Petrol,5,72503,First Owner,Manual,2015,998,671,671,90,3.21
2013 Mercedes-Benz E-Class E 200 CGI Avantgarde,Third Party insurance,Petrol,5 Seats,67000,1796,2013,Power Windows Front,Air Conditioner,285,17,17,5,16.5
2020 Mercedes-Benz GLC Coupe 300d 4MATIC BSVI,Jul-20,Comprehensive,Diesel,5,38000,First Owner,Automatic,2020,16.34,1950,1950,24138,69.5
2017 Maruti Ciaz 1.3 Alpha,Feb-18,Comprehensive,Diesel,5,67633,First Owner,Manual,2017,28.09,1248,1248,885,6.61
2019 BMW 6 Series GT 630d Luxury Line,Mar-19,Comprehensive,Diesel,4,45000,Second Owner,Automatic,2019,17.09,2993,2993,2614,43
2015 Honda Amaze S i-Vtech,Feb-15,Comprehensive,Petrol,5,61000,First Owner,Manual,2015,18,1198,1198,867,4.6
2021 MG Hector Sharp CVT,Sep-21,Comprehensive,Petrol,5,29000,First Owner,Automatic,2021,1451,141,141,250,16.5
2019 Hyundai Venue SX Plus Turbo DCT,Aug-19,Comprehensive,Petrol,5,65710,Second Owner,Automatic,2019,18.15,998,998,11835,8.66
2019 Maruti Vitara Brezza ZDi,Nov-19,Comprehensive,Diesel,5,51763,First Owner,Manual,2019,24.3,1248,1248,885,8
2021 Maruti SX4 S Cross Alpha,Jan-22,Comprehensive,Petrol,5,19133,First Owner,Manual,2021,18.55,1462,1462,10325,9.74
2018 Hyundai Tucson 2.0 Dual VTVT 2WD AT GLS,Jul-18,Third Party insurance,Petrol,5,22000,First Owner,Automatic,2018,12.95,1999,1999,15288,19.25
2016 Toyota Fortuner 4x4 AT,Jul-16,Third Party,Diesel,7,145000,First Owner,Automatic,2016,12.55,2982,2982,1685,18
2015 Maruti Ciaz ZXi,Jan-16,Comprehensive,Petrol,5,42733,First Owner,Manual,2015,20.73,1373,1373,911,6.82
2017 Audi A4 30 TFSI Technology,May-17,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,2017,17.84,1395,1395,14751,24.8
2022 Mercedes-Benz AMG A 35 4MATIC BSVI,May-22,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,1991,30173,30173,400,48.5
2019 Renault Duster 85PS Diesel RxS,Aug-19,Comprehensive,Diesel,5,59215,Second Owner,Manual,2019,19.87,1461,1461,838,7.8
2018 Mercedes-Benz S-Class S 450,Mar-18,Third Party,Petrol,5,22000,First Owner,Automatic,2018,7.81,2996,2996,36207,93
2019 Hyundai Creta 1.6 SX Automatic,Nov-19,Comprehensive,Petrol,5,91724,First Owner,Automatic,2019,14.8,1591,1591,1213,10.76
2017 Toyota Fortuner 2.8 2WD AT BSIV,Jul-17,Comprehensive,Diesel,7,52000,Second Owner,Automatic,2017,12.9,2755,2755,1745,25.5
2020 Lexus RX 450hL,Mar-20,Comprehensive,Petrol,5,19900,First Owner,Automatic,2020,18.8,3456,3456,25881,82
2015 Maruti Wagon R VXi BSII,May-15,Comprehensive,Petrol,5,72503,First Owner,Manual,2015,998,671,671,90,3.21
2013 Mercedes-Benz E-Class E 200 CGI Avantgarde,Third Party insurance,Petrol,5 Seats,67000,1796,2013,Power Windows Front,Air Conditioner,285,17,17,5,16.5
2020 Mercedes-Benz GLC Coupe 300d 4MATIC BSVI,Jul-20,Comprehensive,Diesel,5,38000,First Owner,Automatic,2020,16.34,1950,1950,24138,69.5
2017 Maruti Ciaz 1.3 Alpha,Feb-18,Comprehensive,Diesel,5,67633,First Owner,Manual,2017,28.09,1248,1248,885,6.61
2019 BMW 6 Series GT 630d Luxury Line,Mar-19,Comprehensive,Diesel,4,45000,Second Owner,Automatic,2019,17.09,2993,2993,2614,43
2015 Honda Amaze S i-Vtech,Feb-15,Comprehensive,Petrol,5,61000,First Owner,Manual,2015,18,1198,1198,867,4.6
2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,Dec-17,Comprehensive,Diesel,5,30000,First Owner,Automatic,2017,19.27,2143,2143,170,27.5
2017 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,Jun-17,Comprehensive,Petrol,5,103030,First Owner,Automatic,2017,15.63,1499,1499,1104,6.82
2019 Maruti XL6 Alpha,Sep-19,Third Party insurance,Petrol,6,19123,First Owner,Manual,2019,19.01,1462,1462,1032,10.25
2019 Mahindra XUV500 W9 BSIV,Apr-19,Comprehensive,Diesel,7,70767,First Owner,Manual,2019,15.1,2179,2179,15287,11.6
2019 Mercedes-Benz E-Class Expression E 200 BSIV,May-19,Zero Dep,Petrol,5,25000,First Owner,Automatic,2019,15,1991,1991,1944,49.75
2017 Hyundai Creta 1.6 VTVT E Plus,Mar-17,Third Party insurance,Petrol,5,58525,First Owner,Manual,2017,15.29,1591,1591,1213,8.5
2016 Maruti Baleno 1.2 Alpha,Jan-17,Comprehensive,Petrol,5,77353,First Owner,Manual,2016,21.4,1197,1197,831,5.2
2018 Maruti Baleno 1.2 Zeta,Apr-18,Comprehensive,Petrol,5,59200,First Owner,Manual,2018,21.4,1197,1197,831,6.25
2022 Mercedes-Benz GLE 300d,Dec-22,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2022,1950,24138,24138,500,79.9
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,Apr-18,Comprehensive,Diesel,5,99230,First Owner,Manual,2018,25.1,1248,1248,885,6.55
2017 Hyundai i20 1.2 Magna Executive,Apr-17,Comprehensive,Petrol,5,80000,First Owner,Manual,2017,18.6,1197,1197,8183,5.25
2018 Maruti Ciaz 1.4 Delta,Apr-18,Comprehensive,Petrol,5,50840,First Owner,Manual,2018,20.73,1373,1373,911,6.72
2023 Mercedes-Benz C-Class C 200,Jul-23,Comprehensive,Petrol,5,1000,First Owner,Automatic,2023,16.9,1496,1496,20115,59.75
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.5
2017 Maruti Baleno 1.2 Zeta,May-17,Comprehensive,Petrol,5,111142,First Owner,Manual,2017,21.4,1197,1197,831,5.01
2014 Mercedes-Benz C-Class 200 K AT,Jul-14,Comprehensive,Petrol,5,133477,First Owner,Automatic,2014,11.7,1796,1796,178,8.5
2021 Toyota Fortuner 4X4 Diesel AT,Mar-21,Comprehensive,Diesel,7,23000,First Owner,Automatic,2021,2755,20115,20115,500,43
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,May-18,Comprehensive,Diesel,5,120802,First Owner,Manual,2018,25.1,1248,1248,885,5.97
2021 Tata Safari XZA Plus (O) Adventure Edition AT BSVI,Dec-21,Comprehensive,Diesel,7,41000,Second Owner,Automatic,2021,14.08,1956,1956,16767,20
2015 Toyota Camry Hybrid,2015,Third Party insurance,Petrol,5,50000,Second Owner,Automatic,2015,19.16,2494,2494,1577,12.5
2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,Dec-17,Comprehensive,Diesel,5,30000,First Owner,Automatic,2017,19.27,2143,2143,170,27.5
2017 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,Jun-17,Comprehensive,Petrol,5,103030,First Owner,Automatic,2017,15.63,1499,1499,1104,6.82
2019 Maruti XL6 Alpha,Sep-19,Third Party insurance,Petrol,6,19123,First Owner,Manual,2019,19.01,1462,1462,1032,10.25
2019 Mahindra XUV500 W9 BSIV,Apr-19,Comprehensive,Diesel,7,70767,First Owner,Manual,2019,15.1,2179,2179,15287,11.6
2019 Mercedes-Benz E-Class Expression E 200 BSIV,May-19,Zero Dep,Petrol,5,25000,First Owner,Automatic,2019,15,1991,1991,1944,49.75
2017 Hyundai Creta 1.6 VTVT E Plus,Mar-17,Third Party insurance,Petrol,5,58525,First Owner,Manual,2017,15.29,1591,1591,1213,8.5
2016 Maruti Baleno 1.2 Alpha,Jan-17,Comprehensive,Petrol,5,77353,First Owner,Manual,2016,21.4,1197,1197,831,5.2
2018 Maruti Baleno 1.2 Zeta,Apr-18,Comprehensive,Petrol,5,59200,First Owner,Manual,2018,21.4,1197,1197,831,6.25
2022 Mercedes-Benz GLE 300d,Dec-22,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2022,1950,24138,24138,500,79.9
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,Apr-18,Comprehensive,Diesel,5,99230,First Owner,Manual,2018,25.1,1248,1248,885,6.55
2017 Hyundai i20 1.2 Magna Executive,Apr-17,Comprehensive,Petrol,5,80000,First Owner,Manual,2017,18.6,1197,1197,8183,5.25
2018 Maruti Ciaz 1.4 Delta,Apr-18,Comprehensive,Petrol,5,50840,First Owner,Manual,2018,20.73,1373,1373,911,6.72
2023 Mercedes-Benz C-Class C 200,Jul-23,Comprehensive,Petrol,5,1000,First Owner,Automatic,2023,16.9,1496,1496,20115,59.75
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.5
2017 Maruti Baleno 1.2 Zeta,May-17,Comprehensive,Petrol,5,111142,First Owner,Manual,2017,21.4,1197,1197,831,5.01
2014 Mercedes-Benz C-Class 200 K AT,Jul-14,Comprehensive,Petrol,5,133477,First Owner,Automatic,2014,11.7,1796,1796,178,8.5
2021 Toyota Fortuner 4X4 Diesel AT,Mar-21,Comprehensive,Diesel,7,23000,First Owner,Automatic,2021,2755,20115,20115,500,43
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,May-18,Comprehensive,Diesel,5,120802,First Owner,Manual,2018,25.1,1248,1248,885,5.97
2021 Tata Safari XZA Plus (O) Adventure Edition AT BSVI,Dec-21,Comprehensive,Diesel,7,41000,Second Owner,Automatic,2021,14.08,1956,1956,16767,20
2015 Toyota Camry Hybrid,2015,Third Party insurance,Petrol,5,50000,Second Owner,Automatic,2015,19.16,2494,2494,1577,12.5
2021 Mercedes-Benz S-Class S 350 d,Aug-23,Comprehensive,Diesel,5,7900,First Owner,Automatic,2021,13.5,2925,2925,28161,1.5
2019 Maruti Ciaz Alpha AT BSVI,May-19,Comprehensive,Petrol,5,42334,First Owner,Automatic,2019,20.04,1462,1462,10325,8.29
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.25
2015 Maruti Swift Dzire VXI,Dec-15,Comprehensive,Petrol,5,98275,First Owner,Manual,2015,20.85,1197,1197,8314,3.97
2019 Land Rover Range Rover 3.0 Diesel LWB Vogue,Apr-19,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,2019,13.33,2995,2995,33525,1.8
2018 Honda WR-V i-VTEC VX,Dec-18,Third Party insurance,Petrol,5,65000,First Owner,Manual,2018,17.5,1199,1199,887,6.85
2018 Hyundai Verna VTVT 1.6 SX,Apr-18,Comprehensive,Petrol,5,52235,Second Owner,Manual,2018,17,1591,1591,1213,7.45
2015 Honda City i VTEC V,Nov-15,Comprehensive,Petrol,5,50158,First Owner,Manual,2015,17.4,1497,1497,1173,6.95
2020 Mercedes-Benz E-Class Exclusive E 220d,Jul-20,Comprehensive,Diesel,5,34000,Second Owner,Automatic,2020,16.1,1950,1950,1917,44.9
2017 Nissan Sunny XV CVT,Sep-17,Comprehensive,Petrol,5,69820,First Owner,Automatic,2017,17.5,1498,1498,996,5.44
2019 Toyota Innova Crysta 2.8 ZX AT BSIV,Aug-19,Comprehensive,Diesel,7,71000,First Owner,Automatic,2019,11.36,2755,2755,1715,20.5
2018 Maruti Ignis 1.2 AMT Alpha BSIV,Sep-18,Comprehensive,Petrol,5,82415,First Owner,Automatic,2018,20.89,1197,1197,8180,5.34
2017 Mercedes-Benz GLS 350d 4MATIC,Jul-17,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,2017,11,2987,2987,258,51.5
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.5
2018 Renault Duster 110PS Diesel RxZ AMT,Oct-18,Comprehensive,Diesel,5,71070,First Owner,Automatic,2018,19.6,1461,1461,10845,7.22
2016 Mercedes-Benz B Class B180 Sport,Apr-16,Third Party insurance,Petrol,5,83000,First Owner,Automatic,2016,14.8,1595,1595,12069,12.65
2020 Hyundai Venue SX Turbo,Jun-20,Comprehensive,Petrol,5,107834,First Owner,Manual,2020,18.27,998,998,11835,7.99
2018 Maruti Baleno Alpha,Oct-18,Comprehensive,Petrol,5,55000,First Owner,Manual,2018,21.01,1197,1197,8180,6.75
2017 Mercedes-Benz GLE 400 4MATIC,Oct-17,Comprehensive,Petrol,5,55000,First Owner,Automatic,2017,9.7,2996,2996,32855,45.45
2021 Mercedes-Benz S-Class S 350 d,Aug-23,Comprehensive,Diesel,5,7900,First Owner,Automatic,2021,13.5,2925,2925,28161,1.5
2019 Maruti Ciaz Alpha AT BSVI,May-19,Comprehensive,Petrol,5,42334,First Owner,Automatic,2019,20.04,1462,1462,10325,8.29
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.25
2015 Maruti Swift Dzire VXI,Dec-15,Comprehensive,Petrol,5,98275,First Owner,Manual,2015,20.85,1197,1197,8314,3.97
2019 Land Rover Range Rover 3.0 Diesel LWB Vogue,Apr-19,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,2019,13.33,2995,2995,33525,1.8
2018 Honda WR-V i-VTEC VX,Dec-18,Third Party insurance,Petrol,5,65000,First Owner,Manual,2018,17.5,1199,1199,887,6.85
2018 Hyundai Verna VTVT 1.6 SX,Apr-18,Comprehensive,Petrol,5,52235,Second Owner,Manual,2018,17,1591,1591,1213,7.45
2015 Honda City i VTEC V,Nov-15,Comprehensive,Petrol,5,50158,First Owner,Manual,2015,17.4,1497,1497,1173,6.95
2020 Mercedes-Benz E-Class Exclusive E 220d,Jul-20,Comprehensive,Diesel,5,34000,Second Owner,Automatic,2020,16.1,1950,1950,1917,44.9
2017 Nissan Sunny XV CVT,Sep-17,Comprehensive,Petrol,5,69820,First Owner,Automatic,2017,17.5,1498,1498,996,5.44
2019 Toyota Innova Crysta 2.8 ZX AT BSIV,Aug-19,Comprehensive,Diesel,7,71000,First Owner,Automatic,2019,11.36,2755,2755,1715,20.5
2018 Maruti Ignis 1.2 AMT Alpha BSIV,Sep-18,Comprehensive,Petrol,5,82415,First Owner,Automatic,2018,20.89,1197,1197,8180,5.34
2017 Mercedes-Benz GLS 350d 4MATIC,Jul-17,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,2017,11,2987,2987,258,51.5
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.5
2018 Renault Duster 110PS Diesel RxZ AMT,Oct-18,Comprehensive,Diesel,5,71070,First Owner,Automatic,2018,19.6,1461,1461,10845,7.22
2016 Mercedes-Benz B Class B180 Sport,Apr-16,Third Party insurance,Petrol,5,83000,First Owner,Automatic,2016,14.8,1595,1595,12069,12.65
2020 Hyundai Venue SX Turbo,Jun-20,Comprehensive,Petrol,5,107834,First Owner,Manual,2020,18.27,998,998,11835,7.99
2018 Maruti Baleno Alpha,Oct-18,Comprehensive,Petrol,5,55000,First Owner,Manual,2018,21.01,1197,1197,8180,6.75
2017 Mercedes-Benz GLE 400 4MATIC,Oct-17,Comprehensive,Petrol,5,55000,First Owner,Automatic,2017,9.7,2996,2996,32855,45.45
2020 Volvo XC60 D5 Inscription,Aug-20,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2020,11.2,2400,2400,215,52
2014 Maruti Ritz VXi,Jun-15,Comprehensive,Petrol,5,48539,Second Owner,Manual,2014,1197,8580,8580,114,3.21
2015 Honda City V MT,Sep-15,Comprehensive,Petrol,5,65000,First Owner,Manual,2015,16.8,1497,1497,1163,6.25
2014 Hyundai Grand i10 Sportz,May-14,Comprehensive,Petrol,5,86916,Second Owner,Manual,2014,18.9,1197,1197,82,3.68
2016 Lexus RX 450h F-Sport,Apr-16,Comprehensive,Petrol,5,11000,First Owner,Automatic,2016,18.8,3456,3456,259,66
2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,Mar-19,Comprehensive,Petrol,5,108662,First Owner,Automatic,2019,17,1198,1198,1085,7.12
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,130000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.5
2019 BMW M2 Competition,Feb-19,Comprehensive,Petrol,4,29000,First Owner,Automatic,2019,10.63,2979,2979,410,71
2018 Hyundai Grand i10 1.2 Kappa Asta,Sep-18,Comprehensive,Petrol,5,63307,First Owner,Manual,2018,18.9,1197,1197,8186,5.44
2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Nov-18,Comprehensive,Diesel,5,84000,First Owner,Automatic,2018,16.38,1995,1995,18246,15.9
2016 Maruti Baleno 1.2 Alpha,Jul-16,Comprehensive,Petrol,5,101927,First Owner,Manual,2016,21.4,1197,1197,831,5.14
2017 Mini 3 DOOR John Cooper Works 2019-2020,Nov-17,Comprehensive,Petrol,4,31900,Second Owner,Automatic,2017,16.47,1998,1998,231,31
2015 Mercedes-Benz E-Class E 200 CGI,Nov-15,Comprehensive,Petrol,5,76000,First Owner,Automatic,2015,12,1991,1991,18103,23.9
2019 Maruti Ciaz Alpha AT BSVI,Feb-19,Comprehensive,Petrol,5,40775,Second Owner,Automatic,2019,20.04,1462,1462,10325,8.14
2020 Mercedes-Benz S-Class S 350 d,Apr-20,Third Party,Diesel,5,18346,First Owner,Automatic,2020,13.5,2925,2925,28161,97
2021 Mercedes-Benz GLS 400d 4MATIC BSVI,Nov-21,Third Party insurance,Diesel,7,46001,First Owner,Automatic,2021,2925,3.26E+12,3.26E+12,700,1.06
2018 Maruti SX4 S Cross Alpha DDiS 200 SH,Feb-19,Comprehensive,Diesel,5,59710,First Owner,Manual,2018,25.1,1248,1248,885,7.8
2020 Honda City VX CVT,Mar-20,Comprehensive,Petrol,5,40000,First Owner,Automatic,2020,17.4,1497,1497,1176,10.95
2015 Mercedes-Benz M-Class ML 350 4Matic,May-15,Comprehensive,Diesel,5,76000,First Owner,Automatic,2015,2987,1652243800,1652243800,510,19.99
2020 Volvo XC60 D5 Inscription,Aug-20,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2020,11.2,2400,2400,215,52
2014 Maruti Ritz VXi,Jun-15,Comprehensive,Petrol,5,48539,Second Owner,Manual,2014,1197,8580,8580,114,3.21
2015 Honda City V MT,Sep-15,Comprehensive,Petrol,5,65000,First Owner,Manual,2015,16.8,1497,1497,1163,6.25
2014 Hyundai Grand i10 Sportz,May-14,Comprehensive,Petrol,5,86916,Second Owner,Manual,2014,18.9,1197,1197,82,3.68
2016 Lexus RX 450h F-Sport,Apr-16,Comprehensive,Petrol,5,11000,First Owner,Automatic,2016,18.8,3456,3456,259,66
2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,Mar-19,Comprehensive,Petrol,5,108662,First Owner,Automatic,2019,17,1198,1198,1085,7.12
2012 Honda City V AT,2012,Third Party insurance,Petrol,5,130000,First Owner,Automatic,2012,15.6,1497,1497,1163,4.5
2019 BMW M2 Competition,Feb-19,Comprehensive,Petrol,4,29000,First Owner,Automatic,2019,10.63,2979,2979,410,71
2018 Hyundai Grand i10 1.2 Kappa Asta,Sep-18,Comprehensive,Petrol,5,63307,First Owner,Manual,2018,18.9,1197,1197,8186,5.44
2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Nov-18,Comprehensive,Diesel,5,84000,First Owner,Automatic,2018,16.38,1995,1995,18246,15.9
2016 Maruti Baleno 1.2 Alpha,Jul-16,Comprehensive,Petrol,5,101927,First Owner,Manual,2016,21.4,1197,1197,831,5.14
2017 Mini 3 DOOR John Cooper Works 2019-2020,Nov-17,Comprehensive,Petrol,4,31900,Second Owner,Automatic,2017,16.47,1998,1998,231,31
2015 Mercedes-Benz E-Class E 200 CGI,Nov-15,Comprehensive,Petrol,5,76000,First Owner,Automatic,2015,12,1991,1991,18103,23.9
2019 Maruti Ciaz Alpha AT BSVI,Feb-19,Comprehensive,Petrol,5,40775,Second Owner,Automatic,2019,20.04,1462,1462,10325,8.14
2020 Mercedes-Benz S-Class S 350 d,Apr-20,Third Party,Diesel,5,18346,First Owner,Automatic,2020,13.5,2925,2925,28161,97
2021 Mercedes-Benz GLS 400d 4MATIC BSVI,Nov-21,Third Party insurance,Diesel,7,46001,First Owner,Automatic,2021,2925,3.26E+12,3.26E+12,700,1.06
2018 Maruti SX4 S Cross Alpha DDiS 200 SH,Feb-19,Comprehensive,Diesel,5,59710,First Owner,Manual,2018,25.1,1248,1248,885,7.8
2020 Honda City VX CVT,Mar-20,Comprehensive,Petrol,5,40000,First Owner,Automatic,2020,17.4,1497,1497,1176,10.95
2015 Mercedes-Benz M-Class ML 350 4Matic,May-15,Comprehensive,Diesel,5,76000,First Owner,Automatic,2015,2987,1652243800,1652243800,510,19.99
2022 Audi Q7 Technology 2022-2022,Aug-22,Comprehensive,Petrol,7,8000,First Owner,Automatic,2022,11.21,2995,2995,33525,87
2019 Honda WR-V i-VTEC VX,Apr-19,Comprehensive,Petrol,5,67606,First Owner,Manual,2019,17.5,1199,1199,887,6.82
2016 Audi Q3 35 TDI Quattro Premium Plus,Sep-16,Third Party insurance,Diesel,5,72135,Second Owner,Automatic,2016,15.73,1968,1968,17433,15.75
2015 Hyundai i20 Asta 1.2,Jul-15,Comprehensive,Petrol,5,96658,First Owner,Manual,2015,18.6,1197,1197,8183,5.1
2017 Audi A4 30 TFSI Premium Plus,Nov-17,Zero Dep,Petrol,5,29000,First Owner,Automatic,2017,17.84,1395,1395,14751,27.25
2017 Audi Q7 45 TDI Quattro Technology,May-17,Comprehensive,Diesel,7,76000,Second Owner,Automatic,2017,14.75,2967,2967,245,45
2017 Maruti Ciaz 1.4 AT Alpha,Dec-17,Comprehensive,Petrol,5,26750,First Owner,Automatic,2017,19.12,1373,1373,911,8.62
2009 Mercedes-Benz S-Class S 350 L,Mar-09,Not Available,Petrol,5,92762,Fifth Owner,Automatic,2009,10.13,3498,3498,3649,8.25
2018 Jaguar XF 2.0 Diesel Portfolio,Jul-18,Comprehensive,Diesel,5,14000,First Owner,Automatic,2018,19.33,1999,1999,177,35.5
2018 Nissan Micra Active XV S,Aug-18,Comprehensive,Petrol,5,43293,First Owner,Manual,2018,19.49,1198,1198,6704,4.12
2017 Honda City 1.5 V MT Exclusive,Aug-17,Comprehensive,Petrol,5,102786,First Owner,Manual,2017,17,1497,1497,1186600,5.95
2015 Nissan Micra Active XV S,Dec-15,Comprehensive,Petrol,5,98751,First Owner,Manual,2015,19.49,1198,1198,6704,2.98
2017 Jeep Grand Cherokee Summit 4X4,Jul-17,Comprehensive,Diesel,5,53000,First Owner,Automatic,2017,12.8,2998,2998,2396,34.9
2017 BMW 3 Series 320d,May-17,Zero Dep,Diesel,5,54776,Second Owner,Automatic,2017,22.69,1995,1995,190,18.9
2018 Maruti Ciaz 1.3 Alpha,Jun-18,Comprehensive,Diesel,5,59870,First Owner,Manual,2018,28.09,1248,1248,885,7.27
2013 Hyundai Grand i10 1.2 Kappa Magna BSIV,Sep-13,Comprehensive,Petrol,5,50000,Second Owner,Manual,2013,18.9,1197,1197,8186,3.95
